;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
;sum;min;max;mean;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean
DATA (YYYY-MM-DD);;;;;;;;;;;;;;;;;;;;;;;
2016-12-28;5.0;943.0;943.0;943.0;152.5;20.0;22.0;21.285714285714285;21.0;22.0;21.5;80.0;96.0;91.0;38.0;320.0;152.33333333333334;6.0;6.0;6.0;2.0;3.0;2.5
2016-12-29;1.0;944.0;944.0;944.0;350.3333333333333;21.0;26.0;23.0;20.0;20.0;20.0;66.0;95.0;88.54166666666667;18.0;336.0;163.79166666666666;4.0;4.0;4.0;1.0;2.0;1.3333333333333333
2016-12-30;0.0;941.0;941.0;941.0;199.5;20.0;26.0;23.666666666666668;19.0;20.0;19.666666666666668;62.0;95.0;86.375;22.0;359.0;143.58333333333334;3.0;3.0;3.0;2.0;2.0;2.0
2016-12-31;1.0;941.0;941.0;941.0;534.0;;;;18.0;20.0;18.6;76.0;93.0;87.20833333333333;3.0;359.0;147.70833333333334;7.0;9.0;8.333333333333334;1.0;5.0;3.0
2017-01-01;0.0;938.0;941.0;939.3333333333334;16.0;20.0;20.0;20.0;20.0;20.0;20.0;68.0;92.0;81.125;8.0;359.0;155.29166666666666;6.0;7.0;6.666666666666667;3.0;4.0;3.5
2017-01-02;0.0;941.0;941.0;941.0;2739.0;21.0;27.0;23.8;;;;62.0;94.0;83.375;23.0;340.0;178.58333333333334;2.0;3.0;2.5;1.0;2.0;1.6666666666666667
2017-01-03;0.0;941.0;941.0;941.0;1922.5;21.0;21.0;21.0;20.0;20.0;20.0;51.0;92.0;73.58333333333333;6.0;357.0;127.16666666666667;7.0;9.0;8.0;2.0;2.0;2.0
2017-01-04;1.0;938.0;939.0;938.6666666666666;;20.0;28.0;24.25;20.0;21.0;20.5;66.0;97.0;83.5;1.0;353.0;153.41666666666666;10.0;11.0;10.5;1.0;5.0;3.2
2017-01-05;0.0;939.0;942.0;941.25;509.0;20.0;22.0;21.0;20.0;22.0;21.0;74.0;92.0;85.04166666666667;13.0;359.0;161.25;6.0;6.0;6.0;3.0;3.0;3.0
2017-01-06;0.0;944.0;945.0;944.5;;21.0;21.0;21.0;18.0;19.0;18.25;71.0;92.0;84.16666666666667;63.0;150.0;118.375;4.0;7.0;5.5;3.0;4.0;3.5
2017-01-07;0.0;941.0;943.0;942.0;14.0;20.0;20.0;20.0;15.0;15.0;15.0;66.0;85.0;74.83333333333333;16.0;312.0;100.95833333333333;5.0;9.0;7.4;1.0;5.0;3.0
2017-01-08;0.0;941.0;942.0;941.5;1182.6666666666667;21.0;28.0;24.25;21.0;22.0;21.5;59.0;96.0;83.08333333333333;15.0;347.0;205.08333333333334;3.0;7.0;4.5;1.0;1.0;1.0
2017-01-09;0.0;938.0;938.0;938.0;1757.0;21.0;21.0;21.0;18.0;19.0;18.5;67.0;91.0;83.83333333333333;10.0;337.0;133.375;5.0;8.0;7.0;2.0;3.0;2.6666666666666665
2017-01-10;6.0;939.0;939.0;939.0;;19.0;20.0;19.5;18.0;20.0;19.25;71.0;96.0;85.0;5.0;348.0;169.70833333333334;8.0;8.0;8.0;2.0;3.0;2.3333333333333335
2017-01-11;2.0;941.0;941.0;941.0;1663.5;19.0;21.0;20.0;19.0;19.0;19.0;63.0;95.0;84.625;51.0;349.0;165.08333333333334;2.0;5.0;4.0;1.0;3.0;2.0
2017-01-12;0.0;945.0;945.0;945.0;;21.0;27.0;24.0;17.0;17.0;17.0;52.0;92.0;73.54166666666667;25.0;354.0;138.58333333333334;4.0;8.0;6.0;2.0;3.0;2.3333333333333335
2017-01-13;0.0;940.0;941.0;940.5;2886.0;17.0;29.0;25.5;15.0;19.0;17.0;44.0;89.0;68.625;12.0;322.0;134.83333333333334;4.0;6.0;5.0;3.0;3.0;3.0
2017-01-14;0.0;939.0;940.0;939.6666666666666;180.0;25.0;27.0;26.0;;;;53.0;84.0;67.16666666666667;2.0;318.0;135.16666666666666;5.0;9.0;7.0;2.0;3.0;2.5
2017-01-15;1.0;938.0;940.0;938.75;1172.0;21.0;26.0;23.5;;;;42.0;92.0;74.54166666666667;4.0;354.0;128.375;4.0;4.0;4.0;1.0;4.0;2.5
2017-01-16;0.0;938.0;939.0;938.6666666666666;;19.0;24.0;21.5;18.0;19.0;18.6;62.0;95.0;78.16666666666667;4.0;342.0;86.54166666666667;8.0;12.0;10.0;2.0;5.0;3.6666666666666665
2017-01-17;0.0;934.0;934.0;934.0;195.66666666666666;20.0;20.0;20.0;18.0;20.0;19.0;60.0;96.0;82.58333333333333;11.0;350.0;196.54166666666666;3.0;8.0;5.75;1.0;3.0;2.0
2017-01-18;0.0;941.0;941.0;941.0;;20.0;27.0;24.25;19.0;19.0;19.0;55.0;95.0;79.25;151.0;344.0;246.41666666666666;2.0;7.0;4.75;1.0;4.0;1.75
2017-01-19;0.0;944.0;944.0;944.0;2827.6666666666665;24.0;24.0;24.0;16.0;16.0;16.0;43.0;93.0;72.66666666666667;94.0;180.0;124.83333333333333;7.0;7.0;7.0;2.0;5.0;3.3333333333333335
2017-01-20;0.0;946.0;946.0;946.0;2395.0;25.0;26.0;25.5;13.0;15.0;13.666666666666666;45.0;85.0;69.0;57.0;284.0;131.91666666666666;;;;2.0;2.0;2.0
2017-01-21;0.0;946.0;946.0;946.0;;19.0;21.0;20.0;15.0;15.0;15.0;51.0;88.0;71.20833333333333;42.0;275.0;118.0;4.0;8.0;6.5;4.0;4.0;4.0
2017-01-22;0.0;942.0;943.0;942.5;;20.0;24.0;21.666666666666668;17.0;18.0;17.5;56.0;85.0;72.25;34.0;347.0;131.25;;;;2.0;5.0;3.3333333333333335
2017-01-23;0.0;942.0;943.0;942.5;15.0;19.0;24.0;21.0;18.0;18.0;18.0;48.0;89.0;71.45833333333333;29.0;349.0;116.83333333333333;6.0;6.0;6.0;1.0;2.0;1.5
2017-01-24;0.0;940.0;942.0;941.0;3446.5;19.0;23.0;21.0;16.0;16.0;16.0;42.0;90.0;71.54166666666667;19.0;332.0;144.54166666666666;4.0;9.0;7.333333333333333;3.0;4.0;3.5
2017-01-25;0.0;938.0;938.0;938.0;1723.0;24.0;24.0;24.0;18.0;18.0;18.0;57.0;95.0;86.375;1.0;343.0;205.45833333333334;6.0;11.0;7.25;;;
2017-01-26;2.0;942.0;943.0;942.5;378.0;16.0;21.0;19.5;15.0;15.0;15.0;66.0;97.0;87.29166666666667;10.0;339.0;205.20833333333334;2.0;9.0;6.666666666666667;2.0;2.0;2.0
2017-01-27;0.0;946.0;948.0;947.0;560.0;21.0;21.0;21.0;13.0;14.0;13.5;53.0;97.0;77.58333333333333;108.0;320.0;218.875;3.0;6.0;4.75;1.0;3.0;2.0
2017-01-28;0.0;947.0;948.0;947.6;;16.0;27.0;18.75;12.0;17.0;14.4;52.0;86.0;71.0;18.0;342.0;146.875;5.0;10.0;8.333333333333334;2.0;3.0;2.5
2017-01-29;0.0;947.0;949.0;947.6666666666666;29.0;21.0;24.0;22.333333333333332;19.0;19.0;19.0;64.0;90.0;79.58333333333333;37.0;359.0;121.41666666666667;8.0;8.0;8.0;2.0;4.0;3.0
2017-01-30;1.0;948.0;948.0;948.0;2196.5;20.0;25.0;22.5;20.0;20.0;20.0;68.0;95.0;78.75;1.0;356.0;107.125;10.0;11.0;10.5;;;
2017-01-31;0.0;943.0;947.0;945.3333333333334;518.0;25.0;25.0;25.0;17.0;17.0;17.0;67.0;88.0;77.54166666666667;13.0;340.0;72.83333333333333;;;;1.0;4.0;2.5
2017-02-01;0.0;943.0;943.0;943.0;1117.0;20.0;22.0;21.0;17.0;17.0;17.0;67.0;88.0;77.5;3.0;327.0;72.0;3.0;8.0;5.5;2.0;4.0;3.0
2017-02-02;0.0;938.0;939.0;938.5;1639.0;21.0;25.0;22.75;18.0;21.0;19.2;73.0;96.0;84.08333333333333;6.0;354.0;122.95833333333333;9.0;14.0;11.5;2.0;4.0;3.0
2017-02-03;0.0;938.0;940.0;938.75;1492.0;26.0;26.0;26.0;19.0;22.0;20.333333333333332;67.0;94.0;84.25;1.0;359.0;152.04166666666666;5.0;5.0;5.0;2.0;3.0;2.3333333333333335
2017-02-04;0.0;;;;2622.0;;;;18.0;19.0;18.333333333333332;45.0;96.0;73.95833333333333;5.0;351.0;134.125;4.0;6.0;5.2;1.0;3.0;2.0
2017-02-05;0.0;939.0;940.0;939.6666666666666;751.5;20.0;26.0;23.4;18.0;19.0;18.5;63.0;91.0;75.29166666666667;2.0;337.0;172.875;4.0;10.0;7.75;3.0;3.0;3.0
2017-02-06;0.0;941.0;942.0;941.5;3282.0;19.0;19.0;19.0;16.0;17.0;16.666666666666668;58.0;96.0;79.70833333333333;175.0;351.0;276.5;3.0;8.0;5.75;1.0;2.0;1.6666666666666667
2017-02-07;0.0;942.0;942.0;942.0;2330.8;15.0;23.0;19.0;12.0;14.0;13.2;52.0;91.0;71.29166666666667;141.0;323.0;201.08333333333334;2.0;2.0;2.0;3.0;3.0;3.0
2017-02-08;0.0;942.0;943.0;942.25;2118.0;25.0;26.0;25.5;17.0;17.0;17.0;62.0;91.0;77.41666666666667;46.0;177.0;116.83333333333333;6.0;7.0;6.333333333333333;2.0;3.0;2.6666666666666665
2017-02-09;0.0;942.0;943.0;942.5;3150.0;;;;17.0;19.0;18.25;49.0;85.0;70.70833333333333;4.0;326.0;83.41666666666667;4.0;10.0;6.75;3.0;4.0;3.6666666666666665
2017-02-10;0.0;943.0;943.0;943.0;3366.0;20.0;26.0;22.333333333333332;17.0;17.0;17.0;46.0;83.0;67.43478260869566;7.0;352.0;120.91304347826087;5.0;8.0;6.666666666666667;2.0;4.0;3.0
2017-02-11;0.0;939.0;942.0;940.6666666666666;290.0;19.0;19.0;19.0;19.0;19.0;19.0;65.0;93.0;85.625;1.0;330.0;71.70833333333333;8.0;8.0;8.0;1.0;3.0;1.75
2017-02-12;2.0;936.0;939.0;937.3333333333334;;20.0;20.0;20.0;;;;67.0;95.0;87.33333333333333;8.0;345.0;120.0;;;;1.0;4.0;3.0
2017-02-13;0.0;938.0;939.0;938.5;1319.0;24.0;24.0;24.0;18.0;18.0;18.0;80.0;94.0;86.25;9.0;301.0;55.333333333333336;8.0;11.0;9.5;;;
2017-02-14;1.0;940.0;941.0;940.6666666666666;1085.5;21.0;25.0;23.0;19.0;20.0;19.666666666666668;67.0;95.0;82.95833333333333;3.0;351.0;74.75;6.0;10.0;8.333333333333334;4.0;6.0;5.0
2017-02-15;7.0;947.0;947.0;947.0;1339.0;21.0;21.0;21.0;19.0;21.0;19.75;63.0;94.0;82.5;2.0;360.0;134.25;5.0;9.0;7.0;2.0;5.0;3.5
2017-02-16;0.0;946.0;947.0;946.3333333333334;484.0;23.0;25.0;24.0;21.0;21.0;21.0;55.0;85.0;74.95833333333333;13.0;331.0;134.83333333333334;4.0;4.0;4.0;2.0;3.0;2.5
2017-02-17;0.0;942.0;942.0;942.0;1301.5;21.0;27.0;22.75;16.0;21.0;18.0;58.0;89.0;73.04166666666667;30.0;355.0;189.70833333333334;3.0;5.0;4.0;2.0;2.0;2.0
2017-02-18;0.0;942.0;943.0;942.5;3021.5;24.0;24.0;24.0;19.0;20.0;19.5;49.0;83.0;68.33333333333333;9.0;336.0;165.95833333333334;6.0;10.0;8.0;1.0;3.0;2.3333333333333335
2017-02-19;0.0;944.0;946.0;945.3333333333334;;22.0;28.0;25.333333333333332;20.0;20.0;20.0;52.0;93.0;74.0;33.0;359.0;130.125;4.0;4.0;4.0;2.0;2.0;2.0
2017-02-20;0.0;;;;745.5;22.0;30.0;26.0;19.0;21.0;20.0;52.0;90.0;77.25;10.0;344.0;125.91666666666667;4.0;7.0;5.0;1.0;3.0;2.25
2017-02-21;0.0;946.0;947.0;946.6666666666666;1161.0;22.0;27.0;24.0;21.0;21.0;21.0;50.0;85.0;73.33333333333333;7.0;347.0;141.16666666666666;3.0;8.0;6.333333333333333;1.0;1.0;1.0
2017-02-22;0.0;943.0;945.0;944.0;1553.0;22.0;22.0;22.0;19.0;19.0;19.0;50.0;89.0;76.70833333333333;3.0;343.0;132.20833333333334;5.0;5.0;5.0;;;
2017-02-23;2.0;941.0;944.0;942.5;959.3333333333334;21.0;26.0;23.5;17.0;19.0;18.0;60.0;95.0;79.70833333333333;9.0;358.0;187.79166666666666;5.0;5.0;5.0;1.0;2.0;1.5
2017-02-24;3.0;941.0;941.0;941.0;1427.25;20.0;23.0;21.666666666666668;19.0;20.0;19.333333333333332;69.0;95.0;84.83333333333333;4.0;354.0;152.45833333333334;4.0;4.0;4.0;1.0;1.0;1.0
2017-02-25;0.0;941.0;943.0;942.3333333333334;2556.0;20.0;23.0;21.5;20.0;20.0;20.0;57.0;97.0;84.75;29.0;356.0;163.75;2.0;6.0;4.2;1.0;2.0;1.5
2017-02-26;0.0;942.0;942.0;942.0;2061.0;20.0;20.0;20.0;17.0;18.0;17.666666666666668;54.0;89.0;75.83333333333333;46.0;360.0;126.5;4.0;8.0;6.0;1.0;3.0;2.0
2017-02-27;0.0;942.0;942.0;942.0;2237.5;;;;16.0;17.0;16.5;57.0;85.0;73.58333333333333;12.0;314.0;118.95833333333333;4.0;5.0;4.5;2.0;4.0;3.4
2017-02-28;0.0;939.0;939.0;939.0;882.5;22.0;26.0;24.0;18.0;19.0;18.5;62.0;90.0;76.66666666666667;17.0;342.0;151.08333333333334;5.0;5.0;5.0;2.0;2.0;2.0
2017-03-01;0.0;937.0;937.0;937.0;911.0;21.0;23.0;22.25;20.0;20.0;20.0;76.0;93.0;86.0;13.0;359.0;238.375;6.0;6.0;6.0;2.0;3.0;2.5
2017-03-02;0.0;938.0;939.0;938.5;2958.0;21.0;29.0;23.75;19.0;19.0;19.0;54.0;95.0;77.04166666666667;16.0;352.0;155.25;5.0;8.0;6.5;1.0;3.0;2.5
2017-03-03;0.0;940.0;941.0;940.5;1172.5;22.0;26.0;23.666666666666668;19.0;21.0;19.77777777777778;59.0;97.0;76.95833333333333;11.0;307.0;130.0;;;;2.0;4.0;2.5
2017-03-04;0.0;937.0;937.0;937.0;257.5;22.0;23.0;22.5;19.0;19.0;19.0;83.0;97.0;91.04166666666667;22.0;356.0;165.20833333333334;5.0;6.0;5.333333333333333;2.0;4.0;3.0
2017-03-05;0.0;939.0;941.0;940.0;656.5;20.0;23.0;21.5;20.0;20.0;20.0;80.0;96.0;90.91666666666667;130.0;281.0;195.95833333333334;3.0;10.0;5.666666666666667;1.0;1.0;1.0
2017-03-06;0.0;943.0;944.0;943.6666666666666;775.0;20.0;24.0;22.666666666666668;18.0;18.0;18.0;62.0;92.0;81.66666666666667;33.0;295.0;126.54166666666667;6.0;6.0;6.0;1.0;1.0;1.0
2017-03-07;0.0;944.0;946.0;945.0;2123.5;22.0;22.0;22.0;19.0;19.0;19.0;58.0;89.0;77.375;21.0;341.0;119.41666666666667;5.0;6.0;5.333333333333333;2.0;3.0;2.5
2017-03-08;0.0;941.0;943.0;942.0;1251.0;20.0;29.0;23.0;17.0;20.0;18.5;57.0;85.0;73.95833333333333;1.0;348.0;76.41666666666667;8.0;8.0;8.0;3.0;5.0;4.0
2017-03-09;0.0;936.0;936.0;936.0;;21.0;27.0;24.0;21.0;21.0;21.0;63.0;81.0;73.95833333333333;1.0;354.0;87.5;7.0;7.0;7.0;4.0;6.0;5.0
2017-03-10;0.0;940.0;940.0;940.0;397.6666666666667;19.0;23.0;20.75;18.0;19.0;18.666666666666668;77.0;97.0;89.95833333333333;4.0;340.0;189.41666666666666;5.0;8.0;7.0;1.0;2.0;1.3333333333333333
2017-03-11;0.0;942.0;945.0;944.0;2059.0;18.0;26.0;22.6;14.0;18.0;15.333333333333334;61.0;84.0;72.75;39.0;149.0;89.16666666666667;5.0;5.0;5.0;2.0;2.0;2.0
2017-03-12;2.0;941.0;941.0;941.0;;20.0;22.0;21.333333333333332;15.0;20.0;18.166666666666668;81.0;97.0;88.875;2.0;324.0;152.33333333333334;;;;2.0;5.0;3.5
2017-03-13;0.0;943.0;946.0;944.25;;12.0;21.0;16.6;7.0;10.0;8.5;37.0;95.0;70.08333333333333;110.0;273.0;216.58333333333334;2.0;6.0;4.25;1.0;2.0;1.6666666666666667
2017-03-14;0.0;945.0;946.0;945.6666666666666;;;;;9.0;14.0;10.666666666666666;40.0;90.0;70.66666666666667;15.0;341.0;119.58333333333333;4.0;8.0;7.2;2.0;2.0;2.0
2017-03-15;0.0;941.0;945.0;943.0;1910.0;18.0;27.0;23.0;15.0;15.0;15.0;51.0;87.0;73.0;2.0;359.0;107.83333333333333;3.0;11.0;8.2;1.0;5.0;2.4
2017-03-16;6.0;941.0;942.0;941.5;155.0;19.0;19.0;19.0;17.0;18.0;17.5;68.0;97.0;86.16666666666667;7.0;355.0;175.125;8.0;8.0;8.0;2.0;2.0;2.0
2017-03-17;0.0;944.0;948.0;946.75;1900.0;17.0;17.0;17.0;10.0;12.0;11.0;62.0;95.0;79.875;149.0;225.0;177.41666666666666;5.0;7.0;6.333333333333333;;;
2017-03-18;0.0;949.0;949.0;949.0;2008.5;21.0;21.0;21.0;9.0;9.0;9.0;56.0;95.0;76.5;84.0;153.0;119.58333333333333;5.0;10.0;7.5;2.0;4.0;3.3333333333333335
2017-03-19;0.0;948.0;948.0;948.0;;16.0;19.0;17.5;13.0;15.0;14.0;65.0;87.0;77.54166666666667;32.0;171.0;118.08333333333333;6.0;9.0;7.5;3.0;4.0;3.5
2017-03-20;0.0;948.0;949.0;948.5;;21.0;24.0;22.5;13.0;15.0;14.0;55.0;89.0;76.375;15.0;160.0;95.5;6.0;6.0;6.0;3.0;3.0;3.0
2017-03-21;0.0;949.0;950.0;949.5;2648.5;15.0;21.0;18.0;13.0;13.0;13.0;44.0;87.0;72.54166666666667;6.0;190.0;79.95833333333333;4.0;10.0;7.166666666666667;2.0;5.0;3.5
2017-03-22;0.0;947.0;950.0;948.75;1636.0;26.0;26.0;26.0;15.0;18.0;16.5;45.0;82.0;71.83333333333333;13.0;338.0;79.08333333333333;8.0;9.0;8.5;2.0;4.0;3.2
2017-03-23;0.0;944.0;946.0;945.2;;18.0;19.0;18.333333333333332;16.0;16.0;16.0;75.0;87.0;81.66666666666667;17.0;358.0;136.125;10.0;10.0;10.0;1.0;3.0;2.0
2017-03-24;0.0;942.0;942.0;942.0;;18.0;18.0;18.0;14.0;17.0;15.5;50.0;91.0;78.20833333333333;30.0;290.0;129.75;5.0;6.0;5.666666666666667;2.0;3.0;2.5
2017-03-25;0.0;943.0;945.0;944.0;268.0;20.0;21.0;20.5;16.0;18.0;17.0;56.0;97.0;82.75;22.0;333.0;157.16666666666666;5.0;6.0;5.333333333333333;1.0;3.0;1.5
2017-03-26;0.0;944.0;945.0;944.5;1414.75;17.0;21.0;18.25;15.0;16.0;15.5;56.0;88.0;76.875;18.0;138.0;73.375;5.0;8.0;6.666666666666667;2.0;4.0;2.6666666666666665
2017-03-27;0.0;944.0;946.0;945.0;570.0;17.0;20.0;18.5;16.0;16.0;16.0;57.0;89.0;76.16666666666667;36.0;192.0;88.70833333333333;8.0;8.0;8.0;3.0;5.0;3.75
2017-03-28;0.0;948.0;948.0;948.0;1835.0;17.0;23.0;19.75;16.0;16.0;16.0;65.0;85.0;77.0;80.0;161.0;107.08333333333333;6.0;7.0;6.333333333333333;4.0;4.0;4.0
2017-03-29;0.0;946.0;950.0;948.3333333333334;2278.0;15.0;23.0;18.8;15.0;15.0;15.0;61.0;82.0;73.41666666666667;60.0;158.0;94.875;7.0;7.0;7.0;3.0;4.0;3.3333333333333335
2017-03-30;0.0;946.0;946.0;946.0;568.0;;;;12.0;13.0;12.666666666666666;47.0;85.0;69.875;10.0;181.0;83.375;5.0;9.0;7.0;3.0;3.0;3.0
2017-03-31;0.0;947.0;950.0;948.5714285714286;;14.0;15.0;14.333333333333334;14.0;14.0;14.0;42.0;87.0;69.29166666666667;28.0;150.0;85.75;6.0;8.0;7.2;3.0;4.0;3.3333333333333335
2017-04-01;0.0;951.0;951.0;951.0;1360.0;16.0;22.0;19.0;14.0;14.0;14.0;58.0;78.0;69.375;79.0;148.0;103.625;7.0;8.0;7.5;4.0;4.0;4.0
2017-04-02;0.0;944.0;950.0;947.5;586.5;14.0;25.0;19.75;12.0;15.0;13.5;48.0;90.0;70.29166666666667;15.0;354.0;85.54166666666667;4.0;9.0;7.0;2.0;4.0;3.5
2017-04-03;0.0;944.0;944.0;944.0;621.0;17.0;27.0;21.25;15.0;16.0;15.333333333333334;46.0;88.0;72.58333333333333;15.0;355.0;102.5;4.0;8.0;6.666666666666667;;;
2017-04-04;0.0;;;;;18.0;18.0;18.0;16.0;16.0;16.0;66.0;84.0;74.29166666666667;9.0;355.0;81.83333333333333;1.0;7.0;4.666666666666667;1.0;4.0;2.3333333333333335
2017-04-05;0.0;940.0;941.0;940.75;;19.0;21.0;20.0;17.0;18.0;17.5;74.0;95.0;84.66666666666667;3.0;359.0;164.79166666666666;5.0;15.0;9.5;3.0;4.0;3.5
2017-04-06;0.0;942.0;943.0;942.5;2534.0;18.0;19.0;18.333333333333332;17.0;17.0;17.0;61.0;95.0;80.95833333333333;29.0;312.0;156.91666666666666;4.0;7.0;5.666666666666667;4.0;4.0;4.0
2017-04-07;0.0;944.0;944.0;944.0;1465.5;16.0;25.0;20.5;14.0;16.0;14.5;53.0;91.0;75.16666666666667;12.0;122.0;71.29166666666667;8.0;8.0;8.0;3.0;5.0;4.0
2017-04-08;0.0;944.0;945.0;944.3333333333334;604.0;24.0;24.0;24.0;15.0;18.0;17.0;66.0;82.0;74.70833333333333;36.0;92.0;52.416666666666664;11.0;11.0;11.0;1.0;5.0;3.4
2017-04-09;1.0;;;;0.0;20.0;22.0;20.75;18.0;18.0;18.0;77.0;90.0;85.04166666666667;16.0;71.0;43.625;11.0;13.0;12.0;3.0;6.0;4.5
2017-04-10;0.0;942.0;944.0;942.6;3.0;20.0;27.0;23.5;;;;60.0;89.0;74.95833333333333;17.0;352.0;86.79166666666667;11.0;12.0;11.666666666666666;4.0;6.0;5.0
2017-04-11;1.0;945.0;945.0;945.0;379.0;18.0;21.0;19.25;14.0;19.0;17.4;58.0;97.0;82.66666666666667;3.0;347.0;249.5;5.0;8.0;6.6;;;
2017-04-12;0.0;948.0;950.0;949.0;;14.0;15.0;14.5;10.0;11.0;10.666666666666666;62.0;88.0;76.0;127.0;209.0;164.66666666666666;6.0;8.0;6.666666666666667;2.0;2.0;2.0
2017-04-13;0.0;945.0;949.0;947.3333333333334;8.0;12.0;13.0;12.5;8.0;13.0;10.4;51.0;81.0;70.54166666666667;18.0;154.0;89.95833333333333;5.0;8.0;6.0;1.0;2.0;1.75
2017-04-14;0.0;947.0;947.0;947.0;1537.5;16.0;19.0;17.5;16.0;16.0;16.0;72.0;92.0;82.91666666666667;19.0;283.0;93.95833333333333;3.0;6.0;4.5;1.0;2.0;1.5
2017-04-15;0.0;946.0;947.0;946.3333333333334;626.0;16.0;21.0;18.666666666666668;17.0;18.0;17.5;82.0;96.0;91.41666666666667;5.0;325.0;106.375;2.0;6.0;3.7142857142857144;1.0;2.0;1.5
2017-04-16;0.0;945.0;946.0;945.6;;;;;17.0;18.0;17.25;88.0;96.0;93.45833333333333;13.0;196.0;125.66666666666667;3.0;6.0;5.0;;;
2017-04-17;0.0;946.0;947.0;946.75;182.0;15.0;20.0;18.0;13.0;14.0;13.666666666666666;64.0;93.0;83.33333333333333;88.0;155.0;127.70833333333333;4.0;8.0;5.428571428571429;1.0;2.0;1.5
2017-04-18;0.0;;;;1193.0;20.0;22.0;21.0;12.0;16.0;13.666666666666666;64.0;90.0;80.0;27.0;203.0;97.16666666666667;;;;3.0;3.0;3.0
2017-04-19;0.0;946.0;947.0;946.5;6.0;16.0;22.0;19.0;13.0;14.0;13.333333333333334;56.0;86.0;73.70833333333333;13.0;74.0;45.291666666666664;;;;6.0;6.0;6.0
2017-04-20;0.0;939.0;942.0;940.6666666666666;802.0;;;;14.0;15.0;14.5;65.0;80.0;73.375;17.0;72.0;39.0;7.0;11.0;8.75;3.0;3.0;3.0
2017-04-21;0.0;938.0;938.0;938.0;1271.0;18.0;20.0;19.0;;;;63.0;96.0;83.54166666666667;5.0;336.0;204.95833333333334;6.0;7.0;6.5;2.0;4.0;3.0
2017-04-22;0.0;;;;266.0;13.0;20.0;15.333333333333334;13.0;13.0;13.0;47.0;97.0;79.75;66.0;313.0;216.04166666666666;3.0;4.0;3.5;1.0;2.0;1.25
2017-04-23;0.0;947.0;949.0;948.0;276.0;9.0;12.0;10.333333333333334;8.0;8.0;8.0;43.0;96.0;71.66666666666667;31.0;238.0;98.33333333333333;4.0;6.0;5.0;1.0;2.0;1.5
2017-04-24;2.0;;;;244.0;15.0;16.0;15.5;12.0;12.0;12.0;73.0;95.0;85.91666666666667;23.0;95.0;52.375;5.0;10.0;7.5;4.0;4.0;4.0
2017-04-25;8.0;942.0;943.0;942.6666666666666;12.0;17.0;17.0;17.0;15.0;15.0;15.0;85.0;96.0;92.75;17.0;356.0;65.41666666666667;7.0;10.0;8.5;3.0;5.0;4.25
2017-04-26;33.0;938.0;938.0;938.0;1048.0;14.0;14.0;14.0;15.0;15.0;15.0;66.0;97.0;84.08333333333333;9.0;339.0;236.16666666666666;6.0;13.0;9.5;2.0;5.0;3.5
2017-04-27;0.0;;;;620.5;;;;4.0;4.0;4.0;48.0;83.0;68.41666666666667;266.0;320.0;288.0416666666667;5.0;9.0;7.0;2.0;4.0;3.0
2017-04-28;0.0;952.0;952.0;952.0;2263.3333333333335;9.0;9.0;9.0;4.0;6.0;5.0;34.0;98.0;73.25;19.0;354.0;151.66666666666666;3.0;3.0;3.0;2.0;3.0;2.5
2017-04-29;0.0;951.0;953.0;951.6666666666666;2656.0;8.0;13.0;10.0;4.0;9.0;6.5;35.0;83.0;64.125;15.0;343.0;120.45833333333333;3.0;3.0;3.0;2.0;3.0;2.5
2017-04-30;0.0;951.0;951.0;951.0;212.0;;;;7.0;9.0;8.0;32.0;79.0;59.083333333333336;4.0;359.0;104.58333333333333;;;;1.0;3.0;2.0
2017-05-01;0.0;949.0;949.0;949.0;;16.0;18.0;17.0;9.0;11.0;10.0;46.0;79.0;65.54166666666667;32.0;105.0;60.666666666666664;7.0;7.0;7.0;2.0;4.0;3.6
2017-05-02;0.0;948.0;949.0;948.5;;19.0;19.0;19.0;12.0;14.0;12.666666666666666;66.0;87.0;77.0;1.0;359.0;96.29166666666667;2.0;8.0;5.0;3.0;3.0;3.0
